County,location_type,gender,education_level,marital_status,adults,financially_excluded,age,is_youth,is_rural_youth
Murang'a,Rural,Male,Some secondary,Married/Living with partner,>1 adult Household,0,53,0,0
Migori,Rural,Female,Some primary ,Widowed,>1 adult Household,0,52,0,0
Wajir,Rural,Male,None ,Married/Living with partner,>1 adult Household,0,35,1,1
Nandi,Rural,Female,Secondary completed ,Single/Never Married,1 adult Household,0,21,1,1
West Pokot,Rural,Male,Secondary completed ,Divorced/separated,1 adult Household,0,43,0,0
Turkana,Rural,Male,None ,Widowed,1 adult Household,1,54,0,0
Nakuru,Urban,Female,Primary completed,Married/Living with partner,>1 adult Household,0,32,1,0
Busia,Rural,Female,Some secondary,Married/Living with partner,1 adult Household,0,31,1,1
Nairobi City,Urban,Male,Secondary completed ,Married/Living with partner,>1 adult Household,0,28,1,0
Nakuru,Urban,Male,Secondary completed ,Single/Never Married,>1 adult Household,0,38,0,0
Marsabit,Rural,Female,None ,Married/Living with partner,>1 adult Household,0,38,0,0
Bungoma,Rural,Male,Secondary completed ,Married/Living with partner,>1 adult Household,0,66,0,0
Nyandarua,Rural,Male,Secondary completed ,Married/Living with partner,>1 adult Household,0,31,1,1
Kajiado,Rural,Female,Some secondary,Married/Living with partner,>1 adult Household,0,38,0,0
Nakuru,Urban,Male,Secondary completed ,Married/Living with partner,>1 adult Household,0,24,1,0
Siaya,Rural,Female,Primary completed,Married/Living with partner,1 adult Household,0,30,1,1
Kakamega,Rural,Female,None ,Married/Living with partner,>1 adult Household,1,70,0,0
Vihiga,Rural,Male,Some primary ,Divorced/separated,1 adult Household,1,25,1,1
Wajir,Rural,Female,None ,Married/Living with partner,>1 adult Household,0,35,1,1
Nyamira,Rural,Male,Some secondary,Married/Living with partner,>1 adult Household,1,30,1,1
Tana River,Urban,Female,None ,Married/Living with partner,>1 adult Household,1,70,0,0
Mandera,Rural,Female,None ,Married/Living with partner,1 adult Household,0,21,1,1
Kisumu,Rural,Female,None ,Widowed,1 adult Household,1,80,0,0
Kiambu,Rural,Female,None ,Widowed,1 adult Household,1,78,0,0
Kiambu,Rural,Female,Primary completed,Single/Never Married,>1 adult Household,0,49,0,0
Embu,Rural,Male,Some secondary,Single/Never Married,>1 adult Household,0,23,1,1
Kwale,Rural,Male,Some primary ,Married/Living with partner,>1 adult Household,0,29,1,1
Mombasa,Urban,Male,Primary completed,Married/Living with partner,>1 adult Household,0,75,0,0
Vihiga,Rural,Female,Secondary completed ,Single/Never Married,>1 adult Household,0,21,1,1
Turkana,Rural,Male,None ,Married/Living with partner,>1 adult Household,1,40,0,0
Migori,Rural,Female,Some primary ,Widowed,1 adult Household,1,77,0,0
Marsabit,Rural,Male,None ,Married/Living with partner,>1 adult Household,0,28,1,1
Bomet,Rural,Female,Secondary completed ,Single/Never Married,>1 adult Household,0,21,1,1
Bungoma,Rural,Female,Primary completed,Married/Living with partner,1 adult Household,0,32,1,1
Mandera,Rural,Female,None ,Married/Living with partner,>1 adult Household,0,28,1,1
Kilifi,Urban,Female,Secondary completed ,Married/Living with partner,1 adult Household,0,27,1,0
Mandera,Rural,Female,None ,Single/Never Married,>1 adult Household,0,18,1,1
Murang'a,Rural,Female,Primary completed,Married/Living with partner,1 adult Household,0,48,0,0
Uasin Gishu,Rural,Male,Some secondary,Married/Living with partner,>1 adult Household,0,34,1,1
Nairobi City,Urban,Male,Primary completed,Married/Living with partner,1 adult Household,0,41,0,0
Kwale,Urban,Female,Completed technical training after secondary school,Single/Never Married,>1 adult Household,0,28,1,0
Murang'a,Rural,Male,Primary completed,Married/Living with partner,>1 adult Household,0,36,0,0
Uasin Gishu,Rural,Male,Some secondary,Single/Never Married,>1 adult Household,0,22,1,1
Busia,Rural,Female,Some primary ,Single/Never Married,>1 adult Household,1,38,0,0
Narok,Urban,Male,Primary completed,Single/Never Married,>1 adult Household,0,22,1,0
Uasin Gishu,Rural,Female,Primary completed,Divorced/separated,1 adult Household,0,27,1,1
Kisii,Rural,Male,Some primary ,Married/Living with partner,>1 adult Household,1,67,0,0
Garissa,Rural,Male,None ,Married/Living with partner,>1 adult Household,1,50,0,0
Homabay,Rural,Female,None ,Widowed,1 adult Household,0,78,0,0
Siaya,Rural,Male,Some secondary,Married/Living with partner,>1 adult Household,0,30,1,1
Kisii,Urban,Male,Completed technical training after secondary school,Married/Living with partner,>1 adult Household,0,70,0,0
Nyandarua,Rural,Male,Secondary completed ,Married/Living with partner,>1 adult Household,0,80,0,0
Kiambu,Urban,Male,Some technical training after secondary school,Single/Never Married,1 adult Household,0,24,1,0
Kakamega,Rural,Male,Primary completed,Married/Living with partner,>1 adult Household,0,47,0,0
Mandera,Rural,Male,None ,Married/Living with partner,>1 adult Household,0,21,1,1
Murang'a,Rural,Female,Primary completed,Widowed,1 adult Household,0,59,0,0
Kisii,Rural,Female,Some primary ,Widowed,1 adult Household,0,77,0,0
Kajiado,Urban,Female,Primary completed,Single/Never Married,>1 adult Household,0,19,1,0
Meru,Urban,Male,Secondary completed ,Single/Never Married,>1 adult Household,0,33,1,0
Kisumu,Rural,Male,Primary completed,Married/Living with partner,>1 adult Household,0,27,1,1
Meru,Rural,Female,None ,Widowed,1 adult Household,1,70,0,0
Kisumu,Urban,Male,Primary completed,Married/Living with partner,>1 adult Household,0,42,0,0
Kitui,Rural,Female,Primary completed,Single/Never Married,1 adult Household,0,32,1,1
Kiambu,Rural,Female,Secondary completed ,Single/Never Married,>1 adult Household,0,18,1,1
Kajiado,Urban,Female,Primary completed,Single/Never Married,>1 adult Household,0,31,1,0
Uasin Gishu,Rural,Male,Secondary completed ,Married/Living with partner,>1 adult Household,0,38,0,0
Nairobi City,Urban,Male,Primary completed,Married/Living with partner,>1 adult Household,0,47,0,0
Nakuru,Rural,Male,Secondary completed ,Single/Never Married,>1 adult Household,0,30,1,1
Isiolo,Urban,Male,None ,Widowed,>1 adult Household,0,91,0,0
Trans Nzoia,Urban,Male,Primary completed,Married/Living with partner,>1 adult Household,0,43,0,0
Narok,Urban,Male,Primary completed,Married/Living with partner,>1 adult Household,0,32,1,0
Turkana,Rural,Male,None ,Married/Living with partner,>1 adult Household,1,31,1,1
Busia,Urban,Male,Completed technical training after secondary school,Married/Living with partner,>1 adult Household,0,42,0,0
Kitui,Urban,Male,Primary completed,Divorced/separated,1 adult Household,0,35,1,0
Nakuru,Rural,Male,Secondary completed ,Widowed,1 adult Household,0,58,0,0
Nyandarua,Urban,Male,Secondary completed ,Single/Never Married,1 adult Household,0,20,1,0
Murang'a,Rural,Female,Primary completed,Married/Living with partner,1 adult Household,0,48,0,0
Machakos,Rural,Male,Primary completed,Married/Living with partner,>1 adult Household,0,49,0,0
Uasin Gishu,Rural,Male,Some primary ,Married/Living with partner,>1 adult Household,0,65,0,0
Machakos,Urban,Female,University completed ,Married/Living with partner,1 adult Household,0,27,1,0
Machakos,Urban,Female,Some primary ,Widowed,1 adult Household,0,71,0,0
Migori,Rural,Female,Some primary ,Widowed,>1 adult Household,0,70,0,0
Homabay,Rural,Female,Secondary completed ,Married/Living with partner,>1 adult Household,0,29,1,1
Kericho,Rural,Female,Some secondary,Single/Never Married,>1 adult Household,0,24,1,1
Marsabit,Rural,Male,None ,Single/Never Married,>1 adult Household,0,24,1,1
Makueni,Rural,Male,Primary completed,Married/Living with partner,>1 adult Household,0,24,1,1
Meru,Urban,Male,Some technical training after secondary school,Married/Living with partner,>1 adult Household,0,32,1,0
Kisii,Urban,Male,Secondary completed ,Married/Living with partner,>1 adult Household,0,33,1,0
Siaya,Rural,Female,Primary completed,Widowed,1 adult Household,0,32,1,1
Turkana,Rural,Female,None ,Widowed,1 adult Household,1,62,0,0
Siaya,Rural,Female,Some primary ,Married/Living with partner,>1 adult Household,0,30,1,1
Lamu,Urban,Male,Some primary ,Married/Living with partner,>1 adult Household,0,34,1,0
Isiolo,Urban,Male,Secondary completed ,Married/Living with partner,>1 adult Household,0,27,1,0
Lamu,Rural,Male,Primary completed,Married/Living with partner,>1 adult Household,0,71,0,0
Kajiado,Urban,Male,Secondary completed ,Married/Living with partner,>1 adult Household,0,34,1,0
Kisumu,Rural,Male,Secondary completed ,Single/Never Married,>1 adult Household,0,22,1,1
Taita-Taveta,Rural,Male,Primary completed,Married/Living with partner,>1 adult Household,0,28,1,1
Nyamira,Urban,Female,Primary completed,Widowed,>1 adult Household,0,33,1,0
Isiolo,Urban,Male,Secondary completed ,Married/Living with partner,>1 adult Household,0,18,1,0
Nakuru,Rural,Male,Some primary ,Married/Living with partner,>1 adult Household,0,47,0,0
Kwale,Rural,Female,Primary completed,Married/Living with partner,>1 adult Household,0,26,1,1
Trans Nzoia,Rural,Male,Secondary completed ,Married/Living with partner,>1 adult Household,0,32,1,1
Lamu,Rural,Male,None ,Married/Living with partner,>1 adult Household,0,51,0,0
Mombasa,Urban,Male,Primary completed,Married/Living with partner,>1 adult Household,0,25,1,0
Kisumu,Rural,Male,Some secondary,Single/Never Married,>1 adult Household,0,18,1,1
Meru,Rural,Female,None ,Divorced/separated,1 adult Household,1,80,0,0
Kitui,Rural,Male,Some primary ,Married/Living with partner,>1 adult Household,0,30,1,1
Kisumu,Urban,Male,Secondary completed ,Married/Living with partner,>1 adult Household,0,33,1,0
Trans Nzoia,Rural,Male,Secondary completed ,Married/Living with partner,>1 adult Household,0,52,0,0
Nairobi City,Urban,Male,Secondary completed ,Married/Living with partner,>1 adult Household,0,39,0,0
Kilifi,Urban,Female,Some primary ,Divorced/separated,>1 adult Household,0,30,1,0
Kiambu,Rural,Female,Primary completed,Single/Never Married,>1 adult Household,0,31,1,1
Tana River,Rural,Male,None ,Married/Living with partner,>1 adult Household,0,57,0,0
Mombasa,Urban,Female,Primary completed,Married/Living with partner,1 adult Household,0,30,1,0
Uasin Gishu,Rural,Male,Some secondary,Married/Living with partner,>1 adult Household,0,38,0,0
Marsabit,Urban,Male,Primary completed,Married/Living with partner,>1 adult Household,0,32,1,0
Kwale,Urban,Male,Primary completed,Married/Living with partner,>1 adult Household,0,18,1,0
Kajiado,Rural,Female,None ,Married/Living with partner,>1 adult Household,0,41,0,0
Trans Nzoia,Rural,Male,Primary completed,Married/Living with partner,>1 adult Household,0,47,0,0
Siaya,Rural,Female,Primary completed,Married/Living with partner,1 adult Household,0,35,1,1
Busia,Rural,Female,Some primary ,Widowed,1 adult Household,1,28,1,1
Meru,Rural,Male,Some primary ,Married/Living with partner,>1 adult Household,0,45,0,0
Bomet,Rural,Male,Primary completed,Single/Never Married,>1 adult Household,0,31,1,1
Tharaka-Nithi,Rural,Male,Secondary completed ,Single/Never Married,>1 adult Household,0,18,1,1
Migori,Rural,Female,Primary completed,Married/Living with partner,>1 adult Household,0,78,0,0
Mandera,Urban,Female,None ,Married/Living with partner,>1 adult Household,0,50,0,0
Kisumu,Urban,Male,Secondary completed ,Married/Living with partner,>1 adult Household,0,53,0,0
Nairobi City,Urban,Female,Some primary ,Single/Never Married,1 adult Household,0,30,1,0
Kajiado,Rural,Male,Secondary completed ,Married/Living with partner,>1 adult Household,0,38,0,0
West Pokot,Rural,Female,None ,Married/Living with partner,>1 adult Household,1,35,1,1
Narok,Rural,Male,None ,Married/Living with partner,>1 adult Household,1,23,1,1
Uasin Gishu,Urban,Male,Secondary completed ,Single/Never Married,1 adult Household,0,32,1,0
Mombasa,Urban,Female,Some secondary,Single/Never Married,>1 adult Household,0,24,1,0
Taita-Taveta,Urban,Female,University completed ,Widowed,1 adult Household,0,57,0,0
Nandi,Rural,Female,Primary completed,Widowed,1 adult Household,0,33,1,1
West Pokot,Rural,Female,Primary completed,Married/Living with partner,>1 adult Household,0,50,0,0
Migori,Rural,Male,Some primary ,Married/Living with partner,>1 adult Household,0,37,0,0
Murang'a,Rural,Male,Some primary ,Widowed,1 adult Household,0,63,0,0
Murang'a,Rural,Female,Some primary ,Widowed,1 adult Household,0,59,0,0
Narok,Rural,Male,Some primary ,Married/Living with partner,1 adult Household,0,62,0,0
Mandera,Rural,Male,None ,Married/Living with partner,>1 adult Household,0,48,0,0
Kisii,Rural,Male,Some primary ,Married/Living with partner,>1 adult Household,0,43,0,0
Nairobi City,Urban,Male,Some secondary,Single/Never Married,1 adult Household,0,26,1,0
Kisii,Rural,Male,Secondary completed ,Married/Living with partner,>1 adult Household,0,41,0,0
Nairobi City,Urban,Male,Primary completed,Single/Never Married,>1 adult Household,1,24,1,0
Kitui,Urban,Male,University completed ,Single/Never Married,1 adult Household,0,25,1,0
Kisumu,Rural,Female,Some primary ,Widowed,1 adult Household,0,59,0,0
Kitui,Rural,Female,Some primary ,Married/Living with partner,>1 adult Household,0,31,1,1
Kwale,Urban,Male,Some primary ,Married/Living with partner,>1 adult Household,0,55,0,0
Meru,Rural,Male,Primary completed,Married/Living with partner,>1 adult Household,0,38,0,0
Kirinyaga,Rural,Male,Primary completed,Married/Living with partner,>1 adult Household,0,58,0,0
Laikipia,Rural,Male,Primary completed,Single/Never Married,1 adult Household,0,39,0,0
Baringo,Rural,Female,None ,Widowed,1 adult Household,1,30,1,1
Bomet,Urban,Female,Primary completed,Single/Never Married,>1 adult Household,0,24,1,0
Turkana,Rural,Female,None ,Widowed,>1 adult Household,0,39,0,0
Kakamega,Urban,Male,Some secondary,Single/Never Married,1 adult Household,0,40,0,0
Wajir,Urban,Male,None ,Widowed,>1 adult Household,1,40,0,0
Kisii,Rural,Female,Some secondary,Widowed,>1 adult Household,0,33,1,1
Nairobi City,Urban,Male,Primary completed,Married/Living with partner,>1 adult Household,0,41,0,0
Nandi,Rural,Male,Secondary completed ,Married/Living with partner,>1 adult Household,0,36,0,0
Embu,Rural,Male,Some primary ,Married/Living with partner,>1 adult Household,0,49,0,0
Homabay,Urban,Male,Primary completed,Divorced/separated,1 adult Household,0,23,1,0
Makueni,Urban,Male,Secondary completed ,Single/Never Married,1 adult Household,0,28,1,0
Mombasa,Urban,Male,Some secondary,Married/Living with partner,>1 adult Household,0,37,0,0
Nyamira,Urban,Male,Primary completed,Married/Living with partner,>1 adult Household,0,30,1,0
Kwale,Urban,Male,Secondary completed ,Married/Living with partner,>1 adult Household,0,37,0,0
Kirinyaga,Rural,Male,Some secondary,Married/Living with partner,>1 adult Household,0,39,0,0
Nairobi City,Urban,Male,Secondary completed ,Single/Never Married,1 adult Household,0,32,1,0
Busia,Rural,Male,Primary completed,Married/Living with partner,>1 adult Household,0,47,0,0
Machakos,Rural,Female,Some secondary,Widowed,1 adult Household,0,53,0,0
Kisumu,Rural,Male,Some primary ,Married/Living with partner,>1 adult Household,0,45,0,0
Machakos,Urban,Male,Some secondary,Married/Living with partner,1 adult Household,0,48,0,0
Homabay,Rural,Male,Secondary completed ,Married/Living with partner,>1 adult Household,0,71,0,0
Homabay,Urban,Male,Secondary completed ,Widowed,1 adult Household,0,49,0,0
Laikipia,Rural,Female,Primary completed,Single/Never Married,>1 adult Household,0,39,0,0
Nyandarua,Rural,Male,Some primary ,Married/Living with partner,>1 adult Household,0,69,0,0
Turkana,Rural,Female,None ,Single/Never Married,>1 adult Household,0,19,1,1
Narok,Rural,Female,Some primary ,Married/Living with partner,>1 adult Household,0,31,1,1
Bungoma,Rural,Male,Some secondary,Married/Living with partner,>1 adult Household,0,31,1,1
Murang'a,Rural,Male,Secondary completed ,Married/Living with partner,>1 adult Household,0,24,1,1
Isiolo,Urban,Male,Some primary ,Divorced/separated,>1 adult Household,0,23,1,0
Elgeyo-Marakwet,Rural,Male,Some primary ,Married/Living with partner,>1 adult Household,0,40,0,0
Garissa,Rural,Male,None ,Married/Living with partner,>1 adult Household,1,30,1,1
Kakamega,Rural,Female,Some secondary,Single/Never Married,>1 adult Household,1,19,1,1
Kakamega,Rural,Male,Some primary ,Married/Living with partner,>1 adult Household,0,34,1,1
Samburu,Rural,Female,None ,Married/Living with partner,>1 adult Household,0,47,0,0
Kisumu,Urban,Male,Completed technical training after secondary school,Married/Living with partner,>1 adult Household,0,50,0,0
Kericho,Rural,Female,Some primary ,Single/Never Married,>1 adult Household,1,46,0,0
Tharaka-Nithi,Rural,Female,Some technical training after secondary school,Single/Never Married,1 adult Household,0,31,1,1
Kisumu,Urban,Female,Primary completed,Married/Living with partner,>1 adult Household,0,36,0,0
Machakos,Rural,Male,Some secondary,Widowed,1 adult Household,1,42,0,0
Nakuru,Urban,Male,Secondary completed ,Married/Living with partner,>1 adult Household,0,21,1,0
Bomet,Rural,Male,Some primary ,Married/Living with partner,>1 adult Household,0,46,0,0
Machakos,Rural,Male,Secondary completed ,Single/Never Married,1 adult Household,0,27,1,1
Kisumu,Urban,Male,Primary completed,Married/Living with partner,>1 adult Household,0,30,1,0
Elgeyo-Marakwet,Rural,Male,Secondary completed ,Single/Never Married,1 adult Household,0,22,1,1
Nakuru,Urban,Female,None ,Divorced/separated,1 adult Household,1,66,0,0
Embu,Rural,Male,Some primary ,Married/Living with partner,>1 adult Household,0,58,0,0
Migori,Rural,Male,Some primary ,Married/Living with partner,>1 adult Household,0,43,0,0
